Constraint,CapRes_1,CapRes_2,CapRes_3,CapRes_4
t57,0.0,0.0,0.0,0.0
t58,0.0,0.0,0.0,0.0
t59,0.0,0.0,0.0,0.0
t60,0.0,0.0,0.0,0.0
t61,0.0,0.0,0.0,0.0
t62,0.0,0.0,0.0,0.0
t63,-0.0,0.0,0.0,0.0
t64,-0.0,0.0,0.0,0.0
t65,0.0,0.0,0.0,0.0
t66,0.0,0.0,0.0,0.0
t67,0.0,0.0,0.0,0.0
t68,0.0,0.0,0.0,0.0
t69,0.0,0.0,0.0,0.0
t70,0.0,0.0,0.0,0.0
t71,0.0,0.0,0.0,0.0
t72,0.0,0.0,0.0,0.0
t73,0.0,0.0,0.0,0.0
t74,0.0,0.0,0.0,0.0
t75,0.0,0.0,0.0,0.0
t76,0.0,0.0,0.0,0.0
t77,0.0,0.0,0.0,0.0
t78,0.0,0.0,0.0,0.0
t79,0.0,0.0,0.0,0.0
t80,0.0,0.0,0.0,0.0
t81,0.0,0.0,0.0,0.0
t82,0.0,0.0,0.0,0.0
t83,0.0,0.0,0.0,0.0
t84,0.0,0.0,0.0,0.0
t85,0.0,0.0,0.0,0.0
t86,0.0,0.0,0.0,0.0
t87,0.0,0.0,0.0,0.0
t88,0.0,0.0,0.0,0.0
t89,0.0,0.0,0.0,0.0
t90,0.0,0.0,0.0,0.0
t91,0.0,0.0,0.0,0.0
t92,0.0,0.0,0.0,0.0
t93,0.0,0.0,0.0,0.0
t94,0.0,0.0,0.0,0.0
t95,0.0,0.0,0.0,0.0
t96,0.0,0.0,0.0,0.0
t97,0.0,0.0,0.0,0.0
t98,0.0,0.0,0.0,0.0
t99,0.0,0.0,0.0,0.0
t100,0.0,0.0,0.0,0.0
t101,0.0,0.0,0.0,0.0
t102,0.0,0.0,0.0,0.0
t103,0.0,0.0,0.0,0.0
t104,0.0,0.0,0.0,0.0
t105,0.0,0.0,0.0,0.0
t106,0.0,0.0,0.0,0.0
t107,0.0,0.0,0.0,0.0
t108,0.0,0.0,0.0,0.0
t109,0.0,0.0,0.0,0.0
t110,0.0,0.0,0.0,0.0
t111,0.0,0.0,0.0,0.0
t112,0.0,0.0,0.0,0.0
t113,0.0,0.0,0.0,0.0
t114,0.0,0.0,0.0,0.0
t115,0.0,0.0,0.0,0.0
t116,0.0,0.0,0.0,0.0
t117,0.0,0.0,0.0,0.0
t118,0.0,0.0,0.0,0.0
t119,0.0,0.0,0.0,0.0
t120,0.0,0.0,0.0,0.0
t121,0.0,0.0,0.0,0.0
t122,-0.0,0.0,0.0,0.0
t123,0.0,0.0,0.0,0.0
t124,0.12016762259688843,0.0,0.0,0.0
t125,0.1201676225968898,0.0,0.0,0.0
t126,0.12016762259688817,0.0,0.0,0.0
t127,0.0,0.0,0.0,0.0
t128,0.0,0.0,0.0,0.0
t129,0.0,0.0,0.0,0.0
t130,0.0,0.0,0.0,0.0
t131,0.0,0.0,0.0,0.0
t132,0.0,0.0,0.0,0.0
t133,0.0,0.0,0.0,0.0
t134,0.0,0.0,0.0,0.0
t135,0.0,0.0,0.0,0.0
t136,0.0,0.0,0.0,0.0
t137,1.333090642180206,0.0,0.0,0.0
t138,12.656132183502761,0.0,0.0,0.0
t139,12.656132183502761,0.0,0.0,0.0
t140,12.656132183502761,0.0,0.0,0.0
t141,12.656132183502761,0.0,0.0,0.0
t142,12.656132183502766,0.0,0.0,0.0
t143,12.656132183502761,0.0,0.0,0.0
t144,12.656132183502761,0.0,0.0,0.0
t145,0.0,0.0,0.0,0.0
t146,0.0,0.0,0.0,0.0
t147,0.0,0.0,0.0,0.0
t148,0.0,0.0,0.0,0.0
t149,0.0,0.0,0.0,0.0
t150,0.0,0.0,0.0,0.0
t151,0.0,0.0,0.0,0.0
t152,0.0,0.0,0.0,0.0
t153,0.0,0.0,0.0,0.0
t154,0.0,0.0,0.0,0.0
t155,0.0,0.0,0.0,0.0
t156,0.0,0.0,0.0,0.0
t157,0.0,0.0,0.0,0.0
t158,0.0,0.0,0.0,0.0
t159,0.0,0.0,0.0,0.0
t160,0.0,0.0,0.0,0.0
t161,0.0,0.0,0.0,0.0
t162,0.0,0.0,0.0,0.0
t163,0.0,0.0,0.0,0.0
t164,0.0,0.0,0.0,0.0
t165,0.0,0.0,0.0,0.0
t166,0.0,0.0,0.0,0.0
t167,0.0,0.0,0.0,0.0
t168,0.0,0.0,0.0,0.0
t169,0.0,0.0,0.0,970.2080956734322
t170,0.0,0.0,567.9752706781474,966.422184141309
t171,0.0,0.0,969.6533068116374,966.422184141309
t172,0.0,0.0,969.6533068116374,13635.238777845194
t173,0.0,0.0,233184.90260902102,234278.83898531966
t174,0.0,0.0,969.6533068116374,13645.868164922464
t175,0.0,0.0,969.6533068116374,13651.235948246846
t176,0.0,0.0,969.6533068116374,13651.235948246846
t177,0.0,0.0,969.6533068116374,13651.235948246846
t178,0.0,0.0,969.6533068116374,13651.235948246846
t179,0.0,0.0,969.6533068116374,13651.235948246846
t180,0.0,0.0,969.6533068116374,13651.235948246846
t181,0.0,0.0,969.6533068116374,13651.235948246846
t182,0.0,0.0,969.6533068116374,985.4638066862126
t183,0.0,0.0,969.6533068116374,985.4638066862126
t184,0.0,0.0,572.1212919600265,580.0508980689704
t185,0.0,0.0,-0.0,671.6903460771284
t186,0.0,0.0,-0.0,576.2057503179079
t187,0.0,0.0,-0.0,0.0
t188,0.0,0.0,-0.0,0.0
t189,0.0,0.0,0.0,0.0
t190,0.0,0.0,0.0,0.0
t191,0.0,0.0,0.0,0.0
t192,0.0,0.0,-0.0,0.0
t193,0.0,0.0,0.0,0.0
t194,0.0,0.0,0.0,0.0
t195,0.0,0.0,0.0,0.0
t196,0.0,0.0,0.0,0.0
t197,0.0,0.0,0.0,0.0
t198,0.0,0.0,0.0,0.0
t199,0.0,0.0,0.0,0.0
t200,0.0,0.0,0.0,0.0
t201,0.0,0.0,0.0,0.0
t202,0.0,0.0,0.0,0.0
t203,0.0,0.0,0.0,0.0
t204,0.0,0.0,0.0,0.0
t205,0.0,0.0,0.0,0.0
t206,0.0,0.0,0.0,0.0
t207,0.0,0.0,0.0,0.0
t208,0.0,0.0,0.0,0.0
t209,0.0,0.0,0.0,0.0
t210,0.0,0.0,0.0,0.0
t211,0.0,0.0,0.0,0.0
t212,0.0,0.0,0.0,0.0
t213,0.0,0.0,0.0,0.0
t214,0.0,0.0,0.0,0.0
t215,0.0,0.0,0.0,0.0
t216,0.0,0.0,0.0,0.0
t217,0.0,0.0,0.0,0.0
t218,0.0,0.0,0.0,0.0
t219,0.0,0.0,0.0,0.0
t220,0.0,0.0,0.0,0.0
t221,0.0,0.0,0.0,0.0
t222,0.0,0.0,0.0,0.0
t223,0.0,0.0,0.0,0.0
t224,0.0,0.0,0.0,0.0
t225,0.0,0.0,0.0,0.0
t226,0.0,0.0,0.0,0.0
t227,0.0,0.0,0.0,0.0
t228,0.0,0.0,0.0,0.0
t229,0.0,0.0,0.0,0.0
t230,0.0,0.0,0.0,0.0
t231,0.0,0.0,0.0,0.0
t232,0.0,0.0,0.0,0.0
t233,0.0,0.0,0.0,0.0
t234,0.0,0.0,0.0,0.0
t235,0.0,0.0,0.0,0.0
t236,0.0,0.0,0.0,0.0
t237,0.0,0.0,0.0,0.0
t238,0.0,0.0,0.0,0.0
t239,0.0,0.0,0.0,0.0
t240,0.0,0.0,0.0,0.0
t241,17677.947199519673,578.9674161622804,0.0,0.0
t242,17677.947199519673,587.0871182810797,0.0,0.0
t243,17677.947199519673,587.0871182810797,0.0,0.0
t244,17677.947199519673,962.719352331802,0.0,0.0
t245,20797.778357236104,968.8795162657549,0.0,0.0
t246,20797.778357236104,968.8795162657549,0.0,0.0
t247,17697.635024664305,970.4026167458644,0.0,0.0
t248,17703.545051603684,970.4026167458644,0.0,0.0
t249,17704.44090364276,823.7461279678446,0.0,0.0
t250,17704.44090364276,823.7461279678446,0.0,0.0
t251,17704.44090364276,970.4026167458644,0.0,0.0
t252,17704.44090364276,61198.6556663891,0.0,0.0
t253,17704.44090364276,61198.6556663891,0.0,0.0
t254,22098.767090037614,196252.9393739846,0.0,0.0
t255,22098.767090037614,61198.6556663891,0.0,0.0
t256,22098.767090037614,61198.6556663891,0.0,0.0
t257,22098.767090037614,61198.6556663891,0.0,0.0
t258,22098.767090037614,775.2556208830931,0.0,0.0
t259,22098.767090037614,587.0871182810797,0.0,0.0
t260,18782.85594081241,587.0871182810797,0.0,0.0
t261,22098.767090037614,587.0871182810797,0.0,0.0
t262,22098.767090037614,587.0871182810797,0.0,0.0
t263,22098.767090037614,587.0871182810797,0.0,0.0
t264,22098.767090037614,587.0871182810797,0.0,0.0
t265,0.0,0.0,0.0,0.0
t266,0.0,0.0,0.0,0.0
t267,0.0,0.0,0.0,0.0
t268,0.0,0.0,0.0,0.0
t269,0.0,0.0,0.0,0.0
t270,0.0,0.0,0.0,0.0
t271,0.0,0.0,0.0,0.0
t272,0.0,0.0,0.0,0.0
t273,0.0,0.0,0.0,0.0
t274,0.0,0.0,0.0,0.0
t275,0.0,0.0,0.0,0.0
t276,0.0,0.0,0.0,0.0
t277,0.0,1.289525588104991,0.0,0.0
t278,0.0,0.0,0.0,0.0
t279,0.0,0.0,0.0,0.0
t280,0.0,0.0,0.0,0.0
t281,0.0,0.0,0.0,0.0
t282,0.0,0.0,0.0,0.0
t283,0.0,0.0,0.0,0.0
t284,0.0,0.0,0.0,0.0
t285,0.0,0.0,0.0,0.0
t286,0.0,0.0,0.0,0.0
t287,0.0,0.0,0.0,0.0
t288,0.0,0.0,0.0,0.0
t289,0.0,0.0,0.0,0.0
t290,0.0,0.0,0.0,0.0
t291,0.0,0.0,0.0,0.0
t292,0.0,0.0,0.0,0.0
t293,0.0,0.0,0.0,0.0
t294,0.0,0.0,0.0,0.0
t295,0.0,0.0,0.0,0.0
t296,0.0,0.0,0.0,0.0
t297,0.0,0.0,0.0,0.0
t298,0.0,0.0,0.0,0.0
t299,0.0,0.0,0.0,0.0
t300,0.0,0.0,0.0,0.0
t301,0.0,0.0,0.0,-0.0
t302,0.0,0.0,0.0,0.0
t303,0.0,0.0,0.0,0.0
t304,0.0,0.0,0.0,0.0
t305,0.0,0.0,0.0,0.0
t306,0.0,0.0,0.0,0.0
t307,0.0,0.0,0.0,0.0
t308,0.0,0.0,0.0,0.0
t309,0.0,0.0,0.0,0.0
t310,0.0,0.0,0.0,0.0
t311,0.0,0.0,0.0,0.0
t312,0.0,0.0,0.0,0.0
t313,0.0,0.0,0.0,0.0
t314,0.0,0.0,0.0,0.0
t315,0.0,0.0,0.0,0.0
t316,0.0,0.0,0.0,579.1770214422448
t317,0.0,0.0,0.0,14805.400506984557
t318,0.0,0.0,0.0,14805.400506984557
t319,0.0,0.0,0.0,14805.400506984557
t320,0.0,0.0,0.0,14805.438907935946
t321,0.0,0.0,0.0,12584.426023814658
t322,0.0,0.0,0.0,14806.922925677989
t323,0.0,0.0,0.0,14805.400506984557
t324,-0.0,0.0,0.0,14805.400506984557
t325,-0.0,0.0,0.0,14805.400506984557
t326,1.2895255881049803,0.0,0.0,14805.400506984557
t327,0.19342883821574727,0.0,0.0,14805.400506984557
t328,0.19342883821574727,0.0,0.0,0.0
t329,0.19342883821574727,0.0,0.0,0.0
t330,0.0,0.0,0.0,0.0
t331,0.0,0.0,0.0,0.0
t332,0.0,0.0,0.0,0.0
t333,0.0,0.0,0.0,0.0
t334,0.0,0.0,0.0,0.0
t335,0.0,0.0,0.0,0.0
t336,0.0,0.0,0.0,0.0
t337,978.3395341088213,0.0,0.0,0.0
t338,794.1684388226511,0.0,0.0,0.0
t339,794.1684388226511,0.0,0.0,0.0
t340,794.1684388226511,0.0,0.0,0.0
t341,794.1684388226511,0.0,0.0,0.0
t342,794.1684388226511,0.0,0.0,0.0
t343,0.0,0.0,0.0,0.0
t344,0.0,0.0,0.0,0.0
t345,0.0,0.0,0.0,0.0
t346,0.0,0.0,0.0,0.0
t347,0.0,0.0,0.0,0.0
t348,0.0,0.0,0.0,0.0
t349,0.0,0.0,0.0,0.0
t350,0.2995997395004282,0.0,0.0,0.0
t351,796.1728657964152,0.0,0.0,0.0
t352,994.0436391703072,0.0,0.0,0.0
t353,994.9621094279344,0.0,0.0,0.0
t354,994.9621094279346,0.0,0.0,0.0
t355,994.9621094279346,0.0,0.0,0.0
t356,994.9621094279346,0.0,0.0,0.0
t357,994.9621094279341,0.0,0.0,0.0
t358,985.4595914209342,0.0,0.0,0.0
t359,980.8554707682574,0.0,0.0,0.0
t360,980.8554707682574,0.0,0.0,0.0
t361,0.0,0.0,0.0,0.0
t362,0.0,0.0,0.0,0.0
t363,0.0,0.0,-0.0,0.0
t364,0.0,0.0,0.19342883821574755,0.0
t365,0.0,0.0,0.19342883821574727,0.0
t366,0.0,0.0,1.28952558810498,0.0
t367,0.0,0.0,1.28952558810498,0.0
t368,0.0,0.0,1.28952558810498,0.0
t369,0.0,0.0,1.28952558810498,0.0
t370,0.0,0.0,1.28952558810498,0.0
t371,0.0,0.0,1.28952558810498,0.0
t372,0.0,0.0,1.28952558810498,0.0
t373,0.0,0.0,1.28952558810498,0.0
t374,0.0,0.0,1.28952558810498,0.0
t375,0.0,0.0,-0.0,0.0
t376,0.0,0.0,-0.0,0.0
t377,0.0,0.0,-0.0,0.0
t378,0.0,0.0,0.0,0.0
t379,0.0,0.0,-0.0,0.0
t380,0.0,0.0,0.0,0.0
t381,0.0,0.0,-0.0,0.0
t382,0.0,0.0,0.0,0.0
t383,0.0,0.0,0.0,0.0
t384,0.0,0.0,0.0,0.0
t385,1023.827189814312,0.0,0.0,0.0
t386,1023.8271898143115,0.0,0.0,0.0
t387,1023.827189814312,0.0,0.0,0.0
t388,1023.8271898143115,0.0,-0.0,0.0
t389,1205.792101132887,0.0,0.0,0.0
t390,1205.7921011328865,0.0,-0.0,0.0
t391,1219.2734618542631,0.0,0.0,0.0
t392,592.7058526041118,0.0,0.0,0.0
t393,0.0,0.0,-0.0,0.0
t394,592.7058526041118,0.0,-0.0,0.0
t395,983.7326400190674,0.0,0.0,0.0
t396,983.7326400190674,0.0,0.0,0.0
t397,983.7326400190674,0.0,-0.0,0.0
t398,986.7081979596361,0.0,0.0,0.0
t399,985.6180388175045,0.0,0.0,0.0
t400,981.1431025108942,0.0,0.0,0.0
t401,1205.7921011328863,0.0,0.0,0.0
t402,1205.7921011328863,0.0,0.0,0.0
t403,1205.7921011328863,0.0,0.0,0.0
t404,1205.7921011328863,0.0,0.0,0.0
t405,1205.792101132886,0.0,0.0,0.0
t406,1205.792101132886,0.0,0.0,0.0
t407,1205.7921011328863,0.0,0.0,0.0
t408,1205.7921011328863,0.0,0.0,0.0
t409,0.0,0.0,0.0,0.0
t410,0.0,0.0,0.0,0.0
t411,0.0,0.0,0.0,0.0
t412,0.0,0.0,0.0,0.0
t413,0.0,0.0,0.0,0.0
t414,0.0,0.0,0.0,0.0
t415,0.0,0.0,0.0,0.0
t416,0.0,0.0,0.0,0.0
t417,0.0,0.0,0.0,0.0
t418,0.0,0.0,0.0,0.0
t419,0.0,0.0,0.0,0.0
t420,0.0,0.0,0.0,0.0
t421,0.0,0.0,0.0,0.0
t422,0.0,0.0,0.0,0.0
t423,0.0,0.0,0.0,0.0
t424,0.0,0.0,0.0,0.0
t425,0.0,0.0,0.0,0.0
t426,0.0,0.0,0.0,0.0
t427,0.0,0.0,0.0,0.0
t428,0.0,0.0,0.0,0.0
t429,0.0,0.0,0.0,0.0
t430,0.0,0.0,0.0,0.0
t431,0.0,0.0,0.0,0.0
t432,0.0,0.0,0.0,0.0
t433,0.0,0.0,0.0,0.0
t434,0.0,0.0,0.0,0.0
t435,0.0,0.0,0.0,0.0
t436,0.0,0.0,0.0,0.0
t437,0.0,0.0,0.0,0.0
t438,0.0,0.0,0.0,0.0
t439,0.0,0.0,0.0,0.0
t440,0.0,0.0,0.0,0.0
t441,0.0,0.0,0.0,0.0
t442,0.0,0.0,0.0,0.0
t443,0.0,0.0,0.0,0.0
t444,0.0,0.0,0.0,0.0
t445,0.0,0.0,0.0,0.0
t446,0.0,0.0,0.0,0.0
t447,0.0,0.0,0.0,0.0
t448,0.0,0.0,0.0,0.0
t449,0.0,0.0,0.0,0.0
t450,0.0,0.0,0.0,0.0
t451,0.0,0.0,0.0,0.0
t452,0.0,0.0,0.0,0.0
t453,0.0,0.0,0.0,0.0
t454,0.0,0.0,0.0,0.0
t455,0.0,0.0,0.0,0.0
t456,0.0,0.0,0.0,0.0
t457,0.0,0.0,0.0,0.0
t458,0.0,0.0,0.0,0.0
t459,0.0,0.0,0.0,0.0
t460,0.0,0.0,0.0,0.0
t461,0.0,0.0,0.0,0.0
t462,0.0,0.0,0.0,0.0
t463,-0.0,0.0,0.0,0.0
t464,0.0,0.0,0.0,0.0
t465,0.0,0.0,0.0,0.0
t466,0.0,0.0,0.0,0.0
t467,0.0,0.0,0.0,0.0
t468,0.0,0.0,0.0,0.0
t469,0.0,0.0,0.0,0.0
t470,3.413825101935432,0.0,0.0,0.0
t471,3.413825101935432,0.0,0.0,0.0
t472,1.8056545878162638,0.0,0.0,0.0
t473,571.7980768750746,0.0,0.0,0.0
t474,571.7980768750746,0.0,0.0,0.0
t475,571.7980768750747,0.0,0.0,0.0
t476,571.7980768750746,0.0,0.0,0.0
t477,571.7980768750747,0.0,0.0,0.0
t478,571.7980768750746,0.0,0.0,0.0
t479,571.7980768750746,0.0,0.0,0.0
t480,571.7980768750746,0.0,0.0,0.0
t481,-0.0,0.0,0.0,0.0
t482,-0.0,0.0,-0.0,0.0
t483,0.0,0.0,0.0,0.0
t484,0.0,0.0,-0.0,0.0
t485,0.0,0.0,0.0,0.0
t486,0.0,0.0,0.0,0.0
t487,0.0,0.0,0.0,0.0
t488,0.0,0.0,0.0,0.0
t489,0.0,0.0,0.0,0.0
t490,0.0,0.0,0.0,0.0
t491,0.0,0.0,0.0,0.0
t492,0.0,0.0,0.0,0.0
t493,0.0,0.0,0.0,0.0
t494,0.0,0.0,0.0,0.0
t495,0.0,0.0,0.0,0.0
t496,0.0,0.0,0.0,0.0
t497,0.0,0.0,0.0,0.0
t498,0.0,0.0,0.0,0.0
t499,0.0,0.0,0.0,0.0
t500,0.0,0.0,0.0,0.0
t501,0.0,0.0,0.0,0.0
t502,0.0,0.0,0.0,0.0
t503,0.0,0.0,0.0,0.0
t504,0.0,0.0,0.0,0.0
t505,0.0,0.0,0.0,0.0
t506,0.0,0.0,0.0,0.0
t507,0.0,0.0,0.0,0.0
t508,0.0,0.0,0.0,0.0
t509,0.0,0.0,0.0,0.0
t510,0.0,0.0,0.0,0.0
t511,0.0,0.0,0.0,0.0
t512,0.0,0.0,0.0,0.0
t513,0.0,0.0,0.0,0.0
t514,0.0,0.0,0.0,0.0
t515,0.0,0.0,0.0,0.0
t516,0.0,0.0,0.0,0.0
t517,0.0,0.0,0.0,0.0
t518,0.0,0.0,0.0,0.0
t519,0.0,0.0,0.0,0.0
t520,0.0,0.0,0.0,0.0
t521,0.0,0.0,0.0,0.0
t522,0.0,0.0,0.0,0.0
t523,-0.0,0.0,0.0,0.0
t524,0.0,0.0,0.0,0.0
t525,0.0,0.0,0.0,0.0
t526,0.0,0.0,0.0,0.0
t527,0.0,0.0,0.0,0.0
t528,0.0,0.0,0.0,0.0
t529,0.0,0.0,0.0,0.0
t530,0.0,0.0,0.0,0.0
t531,0.0,0.0,0.0,0.0
t532,0.0,0.0,0.0,0.0
t533,0.0,0.0,0.0,0.0
t534,0.0,0.0,0.0,0.0
t535,0.0,0.0,0.0,0.0
t536,0.0,0.0,0.0,0.0
t537,0.0,0.0,0.0,0.0
t538,0.0,0.0,0.0,0.0
t539,0.0,0.0,0.0,0.0
t540,0.0,0.0,0.0,0.0
t541,0.0,0.0,0.0,0.0
t542,0.0,0.0,0.0,0.0
t543,0.0,0.0,0.0,0.0
t544,0.0,0.0,0.0,0.0
t545,-6.217248937900876e-15,0.0,0.0,0.0
t546,-0.0,0.0,0.0,0.0
t547,-0.0,0.0,0.0,0.0
t548,-0.0,0.0,0.0,0.0
t549,-0.0,0.0,0.0,0.0
t550,-0.0,0.0,0.0,-0.0
t551,-6.217248937900876e-15,0.0,0.0,0.0
t552,-0.0,0.0,0.0,586.5276303526044
t553,0.0,0.0,0.0,0.0
t554,0.0,0.0,0.0,0.0
t555,0.0,0.0,0.0,0.0
t556,0.0,0.0,0.0,0.0
t557,0.0,0.0,0.0,0.0
t558,0.0,0.0,0.0,0.0
t559,0.0,0.0,0.0,0.0
t560,0.0,0.0,0.0,0.0
t561,0.0,0.0,0.0,0.0
t562,0.0,0.0,0.0,0.0
t563,0.0,0.0,0.0,0.0
t564,0.0,0.0,0.0,0.0
t565,0.0,0.0,0.0,0.0
t566,0.0,0.0,0.0,0.0
t567,0.0,0.0,0.0,0.0
t568,0.0,0.0,0.0,0.0
t569,0.0,0.0,0.0,0.0
t570,0.0,0.0,0.0,0.0
t571,0.0,0.0,0.0,0.0
t572,0.0,0.0,0.0,0.0
t573,0.0,0.0,0.0,0.0
t574,0.0,0.0,0.0,0.0
t575,0.0,0.0,0.0,0.0
t576,0.0,0.0,0.0,0.0
t577,-0.0,0.0,0.0,0.0
t578,0.0,0.0,0.0,0.0
t579,0.0,0.0,0.0,0.0
t580,0.0,0.0,0.0,0.0
t581,0.0,0.0,0.0,0.0
t582,-0.0,0.0,0.0,0.0
t583,1.333090642180228,0.0,0.0,0.0
t584,0.0,0.0,0.0,0.0
t585,0.0,0.0,0.0,0.0
t586,0.0,0.0,0.0,0.0
t587,0.0,0.0,0.0,0.0
t588,0.0,0.0,0.0,0.0
t589,0.0,0.0,0.0,0.0
t590,0.0,0.0,0.0,0.0
t591,0.0,0.0,0.0,0.0
t592,0.0,0.0,0.0,0.0
t593,0.0,0.0,0.0,0.0
t594,-0.0,0.0,0.0,0.0
t595,0.0,0.0,0.0,0.0
t596,0.0,0.0,0.0,0.0
t597,0.0,0.0,0.0,0.0
t598,0.0,0.0,0.0,0.0
t599,0.0,0.0,0.0,0.0
t600,0.0,0.0,0.0,0.0
