Time_Index,BuyPrice_1,SellPrice_1
162,70.73,67.19
163,71.5,67.93
164,71.05,67.5
165,70.7,67.17
166,70.56,67.03
167,65.53,62.25
168,61.22,58.16
169,60.96,57.91
170,58.74,55.8
171,56.77,53.93
172,56.49,53.67
173,58.45,55.53
174,61.02,57.97
175,61.04,57.99
176,61.04,57.99
177,40.99,38.94
178,38.57,36.64
179,38.56,36.63
180,38.39,36.47
181,38.38,36.46
182,38.38,36.46
183,38.38,36.46
184,41.66,39.58
185,78.34,74.42
186,82.07,77.97
187,82.98,78.83
188,82.98,78.83
189,82.07,77.97
190,82.07,77.97
191,81.12,77.06
192,74.41,70.69
193,67.22,63.86
194,61.85,58.76
195,57.25,54.39
196,54.98,52.23
197,55.34,52.57
198,64.6,61.37
199,71.67,68.09
200,71.72,68.13
201,51.97,49.37
202,38.38,36.46
203,33.95,32.25
204,33.95,32.25
205,33.4,31.73
206,32.74,31.1
207,33.95,32.25
208,33.95,32.25
209,65.26,62
210,73.81,70.12
211,76.49,72.67
212,74.26,70.55
213,73.8,70.11
214,73.76,70.07
215,70.86,67.32
216,63.39,60.22
217,64.5,61.28
218,61.59,58.51
219,60.85,57.81
220,61.33,58.26
221,68.56,65.13
222,78.1,74.2
223,78.13,74.22
224,77.9,74.01
225,59.69,56.71
226,51.15,48.59
227,50.73,48.19
228,51.14,48.58
229,51.14,48.58
230,51.14,48.58
231,51.14,48.58
232,56.05,53.25
233,77.43,73.56
234,82.14,78.03
235,89.97,85.47
236,83.2,79.04
237,82.14,78.03
238,82.14,78.03
239,81.34,77.27
240,75.16,71.4
241,68.89,65.45
242,64.17,60.96
243,60.72,57.68
244,60.72,57.68
245,60.72,57.68
246,71.66,68.08
247,78.27,74.36
248,77.67,73.79
249,65.53,62.25
250,57.3,54.44
251,57.04,54.19
252,57.04,54.19
253,57.04,54.19
254,57.04,54.19
255,57.04,54.19
256,57.05,54.2
257,72.7,69.07
258,79.2,75.24
259,79.89,75.9
260,79.4,75.43
261,79.2,75.24
262,79.2,75.24
263,78.83,74.89
264,73.83,70.14
265,69.13,65.67
266,66.09,62.79
267,59.39,56.42
268,58.85,55.91
269,59.93,56.93
270,66.8,63.46
271,74.78,71.04
272,70.94,67.39
273,62.56,59.43
274,57.7,54.82
275,57.39,54.52
276,57.55,54.67
277,57.37,54.5
278,57.37,54.5
279,57.38,54.51
280,60.44,57.42
281,72.72,69.08
282,75.39,71.62
283,75.38,71.61
284,75.38,71.61
285,75.38,71.61
286,75.37,71.6
287,75.16,71.4
288,70.97,67.42
289,64.83,61.59
290,62.6,59.47
291,61.72,58.63
292,61.28,58.22
293,60.97,57.92
294,62.67,59.54
295,67.01,63.66
296,63.28,60.12
297,59.17,56.21
298,54.27,51.56
299,53.14,50.48
300,52.61,49.98
301,51.95,49.35
302,52.2,49.59
303,52.44,49.82
304,57.25,54.39
305,66.38,63.06
306,70.88,67.34
307,70.87,67.33
308,70.87,67.33
309,70.87,67.33
310,70.87,67.33
311,68.33,64.91
312,64.73,61.49
313,62.4,59.28
314,61.37,58.3
315,60.92,57.87
316,60.66,57.63
317,60.74,57.7
318,61.81,58.72
319,64.82,61.58
320,58.61,55.68
321,19.79,18.8
322,18.79,17.85
323,18.78,17.84
324,18.77,17.83
325,18.58,17.65
326,18.72,17.78
327,18.71,17.77
328,18.72,17.78
329,56.79,53.95
330,70.73,67.19
331,71.5,67.93
332,71.05,67.5
333,70.7,67.17
334,70.56,67.03
335,65.53,62.25
336,61.22,58.16
337,60.96,57.91
338,58.74,55.8
339,56.77,53.93
340,56.49,53.67
341,58.45,55.53
342,61.02,57.97
343,61.04,57.99
344,61.04,57.99
345,40.99,38.94
346,38.57,36.64
347,38.56,36.63
348,38.39,36.47
349,38.38,36.46
350,38.38,36.46
351,38.38,36.46
352,41.66,39.58
353,78.34,74.42
354,82.07,77.97
355,82.98,78.83
356,82.98,78.83
357,82.07,77.97
358,82.07,77.97
359,81.12,77.06
360,74.41,70.69
361,67.22,63.86
362,61.85,58.76
363,57.25,54.39
364,54.98,52.23
365,55.34,52.57
366,64.6,61.37
367,71.67,68.09
368,71.72,68.13
369,51.97,49.37
370,38.38,36.46
371,33.95,32.25
372,33.95,32.25
373,33.4,31.73
374,32.74,31.1
375,33.95,32.25
376,33.95,32.25
377,65.26,62
378,73.81,70.12
379,76.49,72.67
380,74.26,70.55
381,73.8,70.11
382,73.76,70.07
383,70.86,67.32
384,63.39,60.22
385,64.5,61.28
386,61.59,58.51
387,60.85,57.81
388,61.33,58.26
389,68.56,65.13
390,78.1,74.2
391,78.13,74.22
392,77.9,74.01
393,59.69,56.71
394,51.15,48.59
395,50.73,48.19
396,51.14,48.58
397,51.14,48.58
398,51.14,48.58
399,51.14,48.58
400,56.05,53.25
401,77.43,73.56
402,82.14,78.03
403,89.97,85.47
404,83.2,79.04
405,82.14,78.03
406,82.14,78.03
407,81.34,77.27
408,75.16,71.4
409,68.89,65.45
410,64.17,60.96
411,60.72,57.68
412,60.72,57.68
413,60.72,57.68
414,71.66,68.08
415,78.27,74.36
416,77.67,73.79
417,65.53,62.25
418,57.3,54.44
419,57.04,54.19
420,57.04,54.19
421,57.04,54.19
422,57.04,54.19
423,57.04,54.19
424,57.05,54.2
425,72.7,69.07
426,79.2,75.24
427,79.89,75.9
428,79.4,75.43
429,79.2,75.24
430,79.2,75.24
431,78.83,74.89
432,73.83,70.14
433,69.13,65.67
434,66.09,62.79
435,59.39,56.42
436,58.85,55.91
437,59.93,56.93
438,66.8,63.46
439,74.78,71.04
440,70.94,67.39
441,62.56,59.43
442,57.7,54.82
443,57.39,54.52
444,57.55,54.67
445,57.37,54.5
446,57.37,54.5
447,57.38,54.51
448,60.44,57.42
449,72.72,69.08
450,75.39,71.62
451,75.38,71.61
452,75.38,71.61
453,75.38,71.61
454,75.37,71.6
455,75.16,71.4
456,70.97,67.42
457,64.83,61.59
458,62.6,59.47
459,61.72,58.63
460,61.28,58.22
461,60.97,57.92
462,62.67,59.54
463,67.01,63.66
464,63.28,60.12
465,59.17,56.21
466,54.27,51.56
467,53.14,50.48
468,52.61,49.98
469,51.95,49.35
470,52.2,49.59
471,52.44,49.82
472,57.25,54.39
473,66.38,63.06
474,70.88,67.34
475,70.87,67.33
476,70.87,67.33
477,70.87,67.33
478,70.87,67.33
479,68.33,64.91
480,64.73,61.49
481,62.4,59.28
482,61.37,58.3
483,60.92,57.87
484,60.66,57.63
485,60.74,57.7
486,61.81,58.72
487,64.82,61.58
488,58.61,55.68
489,19.79,18.8
490,18.79,17.85
491,18.78,17.84
492,18.77,17.83
493,18.58,17.65
494,18.72,17.78
495,18.71,17.77
496,18.72,17.78
497,56.79,53.95
498,70.73,67.19
499,71.5,67.93
500,71.05,67.5
501,70.7,67.17
502,70.56,67.03
503,65.53,62.25
504,61.22,58.16
505,60.96,57.91
506,58.74,55.8
507,56.77,53.93
508,56.49,53.67
509,58.45,55.53
510,61.02,57.97
511,61.04,57.99
512,61.04,57.99
513,40.99,38.94
514,38.57,36.64
515,38.56,36.63
516,38.39,36.47
517,38.38,36.46
518,38.38,36.46
519,38.38,36.46
520,41.66,39.58
521,78.34,74.42
522,82.07,77.97
523,82.98,78.83
524,82.98,78.83
525,82.07,77.97
526,82.07,77.97
527,81.12,77.06
528,74.41,70.69
529,67.22,63.86
530,61.85,58.76
531,57.25,54.39
532,54.98,52.23
533,55.34,52.57
534,64.6,61.37
535,71.67,68.09
536,71.72,68.13
537,51.97,49.37
538,38.38,36.46
539,33.95,32.25
540,33.95,32.25
541,33.4,31.73
542,32.74,31.1
543,33.95,32.25
544,33.95,32.25
545,65.26,62
546,73.81,70.12
547,76.49,72.67
548,74.26,70.55
549,73.8,70.11
550,73.76,70.07
551,70.86,67.32
552,63.39,60.22
553,64.5,61.28
554,61.59,58.51
555,60.85,57.81
556,61.33,58.26
557,68.56,65.13
558,78.1,74.2
559,78.13,74.22
560,77.9,74.01
561,59.69,56.71
562,51.15,48.59
563,50.73,48.19
564,51.14,48.58
565,51.14,48.58
566,51.14,48.58
567,51.14,48.58
568,56.05,53.25
569,77.43,73.56
570,82.14,78.03
571,89.97,85.47
572,83.2,79.04
573,82.14,78.03
574,82.14,78.03
575,81.34,77.27
576,75.16,71.4
577,68.89,65.45
578,64.17,60.96
579,60.72,57.68
580,60.72,57.68
581,60.72,57.68
582,71.66,68.08
583,78.27,74.36
584,77.67,73.79
585,65.53,62.25
586,57.3,54.44
587,57.04,54.19
588,57.04,54.19
589,57.04,54.19
590,57.04,54.19
591,57.04,54.19
592,57.05,54.2
593,72.7,69.07
594,79.2,75.24
595,79.89,75.9
596,79.4,75.43
597,79.2,75.24
598,79.2,75.24
599,78.83,74.89
600,73.83,70.14
601,69.13,65.67
602,66.09,62.79
603,59.39,56.42
604,58.85,55.91
605,59.93,56.93
606,66.8,63.46
607,74.78,71.04
608,70.94,67.39
609,62.56,59.43
610,57.7,54.82
611,57.39,54.52
612,57.55,54.67
613,57.37,54.5
614,57.37,54.5
615,57.38,54.51
616,60.44,57.42
617,72.72,69.08
618,75.39,71.62
619,75.38,71.61
620,75.38,71.61
621,75.38,71.61
622,75.37,71.6
623,75.16,71.4
624,70.97,67.42
625,64.83,61.59
626,62.6,59.47
627,61.72,58.63
628,61.28,58.22
629,60.97,57.92
630,62.67,59.54
631,67.01,63.66
632,63.28,60.12
633,59.17,56.21
634,54.27,51.56
635,53.14,50.48
636,52.61,49.98
637,51.95,49.35
638,52.2,49.59
639,52.44,49.82
640,57.25,54.39
641,66.38,63.06
642,70.88,67.34
643,70.87,67.33
644,70.87,67.33
645,70.87,67.33
646,70.87,67.33
647,68.33,64.91
648,64.73,61.49
649,62.4,59.28
650,61.37,58.3
651,60.92,57.87
652,60.66,57.63
653,60.74,57.7
654,61.81,58.72
655,64.82,61.58
656,58.61,55.68
657,19.79,18.8
658,18.79,17.85
659,18.78,17.84
660,18.77,17.83
661,18.58,17.65
662,18.72,17.78
663,18.71,17.77
664,18.72,17.78
665,56.79,53.95
666,70.73,67.19
667,71.5,67.93
668,71.05,67.5
669,70.7,67.17
670,70.56,67.03
671,65.53,62.25
672,61.22,58.16
673,60.96,57.91
674,58.74,55.8
675,56.77,53.93
676,56.49,53.67
677,58.45,55.53
678,61.02,57.97
679,61.04,57.99
680,61.04,57.99
681,40.99,38.94
682,38.57,36.64
683,38.56,36.63
684,38.39,36.47
685,38.38,36.46
686,38.38,36.46
687,38.38,36.46
688,41.66,39.58
689,78.34,74.42
690,82.07,77.97
691,82.98,78.83
692,82.98,78.83
693,82.07,77.97
694,82.07,77.97
695,81.12,77.06
696,74.41,70.69
697,67.22,63.86
698,61.85,58.76
699,57.25,54.39
700,54.98,52.23
701,55.34,52.57
702,64.6,61.37
703,71.67,68.09
704,71.72,68.13
705,51.97,49.37
706,38.38,36.46
707,33.95,32.25
708,33.95,32.25
709,33.4,31.73
710,32.74,31.1
711,33.95,32.25
712,33.95,32.25
713,65.26,62
714,73.81,70.12
715,76.49,72.67
716,74.26,70.55
717,73.8,70.11
718,73.76,70.07
719,70.86,67.32
720,63.39,60.22
721,64.5,61.28
722,61.59,58.51
723,60.85,57.81
724,61.33,58.26
725,68.56,65.13
726,78.1,74.2
727,78.13,74.22
728,77.9,74.01
729,59.69,56.71
730,51.15,48.59
731,50.73,48.19
732,51.14,48.58
733,51.14,48.58
734,51.14,48.58
735,51.14,48.58
736,56.05,53.25
737,77.43,73.56
738,82.14,78.03
739,89.97,85.47
740,83.2,79.04
741,82.14,78.03
742,82.14,78.03
743,81.34,77.27
744,75.16,71.4
745,59.02,56.07
746,58,55.1
747,55.32,52.55
748,54.93,52.18
749,55.94,53.14
750,61.89,58.8
751,65.36,62.09
752,65.17,61.91
753,51.1,48.55
754,42.87,40.73
755,41.88,39.79
756,41.78,39.69
757,39.02,37.07
758,37.75,35.86
759,40.87,38.83
760,42.84,40.7
761,55.56,52.78
762,65.55,62.27
763,75.33,71.56
764,66.53,63.2
765,65.54,62.26
766,65.54,62.26
767,65.33,62.06
768,61.43,58.36
769,58.92,55.97
770,54.78,52.04
771,53.24,50.58
772,52.91,50.26
773,55.66,52.88
774,60.7,57.67
775,66,62.7
776,61.01,57.96
777,41.6,39.52
778,39.47,37.5
779,39.46,37.49
780,39.45,37.48
781,39.45,37.48
782,39.45,37.48
783,39.45,37.48
784,40.45,38.43
785,54.64,51.91
786,64.62,61.39
787,65.03,61.78
788,64.61,61.38
789,64.62,61.39
790,64.62,61.39
791,64.61,61.38
792,62.51,59.38
793,59.1,56.15
794,57.65,54.77
795,56.16,53.35
796,54.85,52.11
797,55.86,53.07
798,61.28,58.22
799,63.3,60.14
800,44.85,42.61
801,14.57,13.84
802,11.39,10.82
803,10.34,9.82
804,7.96,7.56
805,10.25,9.74
806,10.23,9.72
807,10.26,9.75
808,10.5,9.98
809,45.26,43
810,63.37,60.2
811,63.39,60.22
812,63.39,60.22
813,63.38,60.21
814,63.38,60.21
815,63.35,60.18
816,62.01,58.91
817,59.3,56.34
818,57.08,54.23
819,55.57,52.79
820,55.57,52.79
821,55.88,53.09
822,61.15,58.09
823,64.09,60.89
824,41.14,39.08
825,10.53,10
826,10.27,9.76
827,10.36,9.84
828,10.37,9.85
829,10.3,9.79
830,10.18,9.67
831,10.1,9.6
832,10.04,9.54
833,46.02,43.72
834,67.74,64.35
835,67.38,64.01
836,68.64,65.21
837,67.38,64.01
838,67.2,63.84
839,67.1,63.75
840,61.38,58.31
841,56.74,53.9
842,55.25,52.49
843,53.28,50.62
844,53.03,50.38
845,54.5,51.78
846,56.74,53.9
847,56.75,53.91
848,56.75,53.91
849,46.61,44.28
850,37.1,35.25
851,37.19,35.33
852,37.07,35.22
853,37.08,35.23
854,36.91,35.06
855,37.11,35.25
856,37.13,35.27
857,55.48,52.71
858,69.28,65.82
859,73.69,70.01
860,75.09,71.34
861,69.28,65.82
862,69.04,65.59
863,68.5,65.08
864,63.12,59.96
865,60.35,57.33
866,58,55.1
867,57.27,54.41
868,57.18,54.32
869,59.18,56.22
870,63.82,60.63
871,67.19,63.83
872,64.51,61.28
873,45.69,43.41
874,40.3,38.29
875,40.27,38.26
876,37.72,35.83
877,39.12,37.16
878,40.29,38.28
879,40.29,38.28
880,41.46,39.39
881,58,55.1
882,66.74,63.4
883,68.13,64.72
884,66.74,63.4
885,66.74,63.4
886,66.73,63.39
887,65.31,62.04
888,61.34,58.27
889,59.41,56.44
890,57.64,54.76
891,56.33,53.51
892,56.9,54.06
893,58.32,55.4
894,63.42,60.25
895,67.1,63.75
896,65.87,62.58
897,43.95,41.75
898,37.01,35.16
899,35.95,34.15
900,35.95,34.15
901,35.7,33.92
902,35.94,34.14
903,35.95,34.15
904,36.27,34.46
905,55.9,53.11
906,68.16,64.75
907,69.36,65.89
908,68.63,65.2
909,68.15,64.74
910,68.15,64.74
911,67.2,63.84
912,63.55,60.37
913,59.02,56.07
914,58,55.1
915,55.32,52.55
916,54.93,52.18
917,55.94,53.14
918,61.89,58.8
919,65.36,62.09
920,65.17,61.91
921,51.1,48.55
922,42.87,40.73
923,41.88,39.79
924,41.78,39.69
925,39.02,37.07
926,37.75,35.86
927,40.87,38.83
928,42.84,40.7
929,55.56,52.78
930,65.55,62.27
931,75.33,71.56
932,66.53,63.2
933,65.54,62.26
934,65.54,62.26
935,65.33,62.06
936,61.43,58.36
937,58.92,55.97
938,54.78,52.04
939,53.24,50.58
940,52.91,50.26
941,55.66,52.88
942,60.7,57.67
943,66,62.7
944,61.01,57.96
945,41.6,39.52
946,39.47,37.5
947,39.46,37.49
948,39.45,37.48
949,39.45,37.48
950,39.45,37.48
951,39.45,37.48
952,40.45,38.43
953,54.64,51.91
954,64.62,61.39
955,65.03,61.78
956,64.61,61.38
957,64.62,61.39
958,64.62,61.39
959,64.61,61.38
960,62.51,59.38
961,59.1,56.15
962,57.65,54.77
963,56.16,53.35
964,54.85,52.11
965,55.86,53.07
966,61.28,58.22
967,63.3,60.14
968,44.85,42.61
969,14.57,13.84
970,11.39,10.82
971,10.34,9.82
972,7.96,7.56
973,10.25,9.74
974,10.23,9.72
975,10.26,9.75
976,10.5,9.98
977,45.26,43
978,63.37,60.2
979,63.39,60.22
980,63.39,60.22
981,63.38,60.21
982,63.38,60.21
983,63.35,60.18
984,62.01,58.91
985,59.3,56.34
986,57.08,54.23
987,55.57,52.79
988,55.57,52.79
989,55.88,53.09
990,61.15,58.09
991,64.09,60.89
992,41.14,39.08
993,10.53,10
994,10.27,9.76
995,10.36,9.84
996,10.37,9.85
997,10.3,9.79
998,10.18,9.67
999,10.1,9.6
1000,10.04,9.54
1001,46.02,43.72
1002,67.74,64.35
1003,67.38,64.01
1004,68.64,65.21
1005,67.38,64.01
1006,67.2,63.84
1007,67.1,63.75
1008,61.38,58.31
1009,56.74,53.9
1010,55.25,52.49
1011,53.28,50.62
1012,53.03,50.38
1013,54.5,51.78
1014,56.74,53.9
1015,56.75,53.91
1016,56.75,53.91
1017,46.61,44.28
1018,37.1,35.25
1019,37.19,35.33
1020,37.07,35.22
1021,37.08,35.23
1022,36.91,35.06
1023,37.11,35.25
1024,37.13,35.27
1025,55.48,52.71
1026,69.28,65.82
1027,73.69,70.01
1028,75.09,71.34
1029,69.28,65.82
1030,69.04,65.59
1031,68.5,65.08
1032,63.12,59.96
1033,60.35,57.33
1034,58,55.1
1035,57.27,54.41
1036,57.18,54.32
1037,59.18,56.22
1038,63.82,60.63
1039,67.19,63.83
1040,64.51,61.28
1041,45.69,43.41
1042,40.3,38.29
1043,40.27,38.26
1044,37.72,35.83
1045,39.12,37.16
1046,40.29,38.28
1047,40.29,38.28
1048,41.46,39.39
1049,58,55.1
1050,66.74,63.4
1051,68.13,64.72
1052,66.74,63.4
1053,66.74,63.4
1054,66.73,63.39
1055,65.31,62.04
1056,61.34,58.27
1057,59.41,56.44
1058,57.64,54.76
1059,56.33,53.51
1060,56.9,54.06
1061,58.32,55.4
1062,63.42,60.25
1063,67.1,63.75
1064,65.87,62.58
1065,43.95,41.75
1066,37.01,35.16
1067,35.95,34.15
1068,35.95,34.15
1069,35.7,33.92
1070,35.94,34.14
1071,35.95,34.15
1072,36.27,34.46
1073,55.9,53.11
1074,68.16,64.75
1075,69.36,65.89
1076,68.63,65.2
1077,68.15,64.74
1078,68.15,64.74
1079,67.2,63.84
1080,63.55,60.37
1081,59.02,56.07
1082,58,55.1
1083,55.32,52.55
1084,54.93,52.18
1085,55.94,53.14
1086,61.89,58.8
1087,65.36,62.09
1088,65.17,61.91
1089,51.1,48.55
1090,42.87,40.73
1091,41.88,39.79
1092,41.78,39.69
1093,39.02,37.07
1094,37.75,35.86
1095,40.87,38.83
1096,42.84,40.7
1097,55.56,52.78
1098,65.55,62.27
1099,75.33,71.56
1100,66.53,63.2
1101,65.54,62.26
1102,65.54,62.26
1103,65.33,62.06
1104,61.43,58.36
1105,58.92,55.97
1106,54.78,52.04
1107,53.24,50.58
1108,52.91,50.26
1109,55.66,52.88
1110,60.7,57.67
1111,66,62.7
1112,61.01,57.96
1113,41.6,39.52
1114,39.47,37.5
1115,39.46,37.49
1116,39.45,37.48
1117,39.45,37.48
1118,39.45,37.48
1119,39.45,37.48
1120,40.45,38.43
1121,54.64,51.91
1122,64.62,61.39
1123,65.03,61.78
1124,64.61,61.38
1125,64.62,61.39
1126,64.62,61.39
1127,64.61,61.38
1128,62.51,59.38
1129,59.1,56.15
1130,57.65,54.77
1131,56.16,53.35
1132,54.85,52.11
1133,55.86,53.07
1134,61.28,58.22
1135,63.3,60.14
1136,44.85,42.61
1137,14.57,13.84
1138,11.39,10.82
1139,10.34,9.82
1140,7.96,7.56
1141,10.25,9.74
1142,10.23,9.72
1143,10.26,9.75
1144,10.5,9.98
1145,45.26,43
1146,63.37,60.2
1147,63.39,60.22
1148,63.39,60.22
1149,63.38,60.21
1150,63.38,60.21
1151,63.35,60.18
1152,62.01,58.91
1153,59.3,56.34
1154,57.08,54.23
1155,55.57,52.79
1156,55.57,52.79
1157,55.88,53.09
1158,61.15,58.09
1159,64.09,60.89
1160,41.14,39.08
1161,10.53,10
1162,10.27,9.76
1163,10.36,9.84
1164,10.37,9.85
1165,10.3,9.79
1166,10.18,9.67
1167,10.1,9.6
1168,10.04,9.54
1169,46.02,43.72
1170,67.74,64.35
1171,67.38,64.01
1172,68.64,65.21
1173,67.38,64.01
1174,67.2,63.84
1175,67.1,63.75
1176,61.38,58.31
1177,56.74,53.9
1178,55.25,52.49
1179,53.28,50.62
1180,53.03,50.38
1181,54.5,51.78
1182,56.74,53.9
1183,56.75,53.91
1184,56.75,53.91
1185,46.61,44.28
1186,37.1,35.25
1187,37.19,35.33
1188,37.07,35.22
1189,37.08,35.23
1190,36.91,35.06
1191,37.11,35.25
1192,37.13,35.27
1193,55.48,52.71
1194,69.28,65.82
1195,73.69,70.01
1196,75.09,71.34
1197,69.28,65.82
1198,69.04,65.59
1199,68.5,65.08
1200,63.12,59.96
1201,60.35,57.33
1202,58,55.1
1203,57.27,54.41
1204,57.18,54.32
1205,59.18,56.22
1206,63.82,60.63
1207,67.19,63.83
1208,64.51,61.28
1209,45.69,43.41
1210,40.3,38.29
1211,40.27,38.26
1212,37.72,35.83
1213,39.12,37.16
1214,40.29,38.28
1215,40.29,38.28
1216,41.46,39.39
1217,58,55.1
1218,66.74,63.4
1219,68.13,64.72
1220,66.74,63.4
1221,66.74,63.4
1222,66.73,63.39
1223,65.31,62.04
1224,61.34,58.27
1225,59.41,56.44
1226,57.64,54.76
1227,56.33,53.51
1228,56.9,54.06
1229,58.32,55.4
1230,63.42,60.25
1231,67.1,63.75
1232,65.87,62.58
1233,43.95,41.75
1234,37.01,35.16
1235,35.95,34.15
1236,35.95,34.15
1237,35.7,33.92
1238,35.94,34.14
1239,35.95,34.15
1240,36.27,34.46
1241,55.9,53.11
1242,68.16,64.75
1243,69.36,65.89
1244,68.63,65.2
1245,68.15,64.74
1246,68.15,64.74
1247,67.2,63.84
1248,63.55,60.37
1249,59.02,56.07
1250,58,55.1
1251,55.32,52.55
1252,54.93,52.18
1253,55.94,53.14
1254,61.89,58.8
1255,65.36,62.09
1256,65.17,61.91
1257,51.1,48.55
1258,42.87,40.73
1259,41.88,39.79
1260,41.78,39.69
1261,39.02,37.07
1262,37.75,35.86
1263,40.87,38.83
1264,42.84,40.7
1265,55.56,52.78
1266,65.55,62.27
1267,75.33,71.56
1268,66.53,63.2
1269,65.54,62.26
1270,65.54,62.26
1271,65.33,62.06
1272,61.43,58.36
1273,58.92,55.97
1274,54.78,52.04
1275,53.24,50.58
1276,52.91,50.26
1277,55.66,52.88
1278,60.7,57.67
1279,66,62.7
1280,61.01,57.96
1281,41.6,39.52
1282,39.47,37.5
1283,39.46,37.49
1284,39.45,37.48
1285,39.45,37.48
1286,39.45,37.48
1287,39.45,37.48
1288,40.45,38.43
1289,54.64,51.91
1290,64.62,61.39
1291,65.03,61.78
1292,64.61,61.38
1293,64.62,61.39
1294,64.62,61.39
1295,64.61,61.38
1296,62.51,59.38
1297,59.1,56.15
1298,57.65,54.77
1299,56.16,53.35
1300,54.85,52.11
1301,55.86,53.07
1302,61.28,58.22
1303,63.3,60.14
1304,44.85,42.61
1305,14.57,13.84
1306,11.39,10.82
1307,10.34,9.82
1308,7.96,7.56
1309,10.25,9.74
1310,10.23,9.72
1311,10.26,9.75
1312,10.5,9.98
1313,45.26,43
1314,63.37,60.2
1315,63.39,60.22
1316,63.39,60.22
1317,63.38,60.21
1318,63.38,60.21
1319,63.35,60.18
1320,62.01,58.91
1321,59.3,56.34
1322,57.08,54.23
1323,55.57,52.79
1324,55.57,52.79
1325,55.88,53.09
1326,61.15,58.09
1327,64.09,60.89
1328,41.14,39.08
1329,10.53,10
1330,10.27,9.76
1331,10.36,9.84
1332,10.37,9.85
1333,10.3,9.79
1334,10.18,9.67
1335,10.1,9.6
1336,10.04,9.54
1337,46.02,43.72
1338,67.74,64.35
1339,67.38,64.01
1340,68.64,65.21
1341,67.38,64.01
1342,67.2,63.84
1343,67.1,63.75
1344,61.38,58.31
1345,56.74,53.9
1346,55.25,52.49
1347,53.28,50.62
1348,53.03,50.38
1349,54.5,51.78
1350,56.74,53.9
1351,56.75,53.91
1352,56.75,53.91
1353,46.61,44.28
1354,37.1,35.25
1355,37.19,35.33
1356,37.07,35.22
1357,37.08,35.23
1358,36.91,35.06
1359,37.11,35.25
1360,37.13,35.27
1361,55.48,52.71
1362,69.28,65.82
1363,73.69,70.01
1364,75.09,71.34
